state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_day,charge_per_min_eve,charge_per_min_night,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
MO,56,415,no,no,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,0,485.40000000000003,302,45.620000000000005,499.70000000000005,306,49.480000000000004,0.21009009009009008,0.11848739495798319,0.11388888888888887,0.15105960264900664,0.965,2.8617170302181307,0.32679738562091504,Midwest
TX,159,415,no,no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,0,536.5,293,46.24,547.0,303,49.08,0.14475728155339807,0.24381443298969072,0.08258064516129032,0.15781569965870307,0.284,1.9195612431444242,0.33003300330033003,South
MD,102,415,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,0,612.3,318,68.32000000000001,622.5999999999999,323,71.10000000000001,0.576125,0.10992481203007518,0.07247619047619049,0.2148427672955975,0.5559999999999999,1.6543527144233863,0.30959752321981426,South
CT,107,408,no,no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,0,519.9000000000001,344,43.89,534.3000000000001,347,47.78,0.18702127659574466,0.12872,0.08176,0.1275872093023256,1.2966666666666666,2.695115103874228,0.2881844380403458,Northeast
SC,106,408,no,no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,0,384.6,314,32.629999999999995,396.0,316,35.709999999999994,0.08367924528301886,0.16557522123893806,0.053157894736842105,0.10391719745222928,1.54,2.878787878787879,0.6329113924050633,South
MI,225,415,no,no,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,1,649.1,308,60.83,657.8000000000001,311,63.18,0.26528301886792455,0.21339449541284405,0.10161290322580645,0.19749999999999998,0.7833333333333333,1.3225904530252355,0.0,Midwest
SD,75,408,no,no,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0,474.2,275,47.449999999999996,490.59999999999997,278,51.879999999999995,0.22799999999999998,0.1679381443298969,0.08941176470588236,0.17254545454545453,1.4766666666666666,3.3428454953118627,0.7194244604316548,Midwest
CO,86,415,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,0,661.2,258,65.57,672.5,265,68.61999999999999,0.3981720430107527,0.19210526315789472,0.147,0.2541472868217054,0.43571428571428567,1.6802973977695166,0.0,West
ID,169,415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,0,593.5,261,61.65,606.8,271,65.24,0.5072151898734177,0.13694117647058823,0.1024742268041237,0.23620689655172414,0.359,2.1918259723137776,0.36900369003690037,West
AZ,122,510,no,yes,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2,0,549.1,316,55.870000000000005,557.7,321,58.190000000000005,0.3779347826086957,0.098099173553719,0.0896116504854369,0.17680379746835445,0.46399999999999997,1.5420476958938496,0.6230529595015576,West
FL,106,408,no,no,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0,685.3,371,63.03,694.9,373,65.62,0.21209790209790208,0.17073170731707318,0.11142857142857142,0.16989218328840971,1.295,1.3814937401064902,0.0,South
MN,52,415,no,yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,0,666.6999999999999,232,56.150000000000006,680.1999999999999,237,59.800000000000004,0.32529411764705884,0.27285714285714285,0.14965517241379309,0.24202586206896554,0.73,1.984710379300206,0.8438818565400843,Midwest
DE,79,415,no,yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,0,596.6,280,49.269999999999996,611.4,284,53.269999999999996,0.17629999999999998,0.25756410256410256,0.11323529411764706,0.1759642857142857,1.0,2.4206738632646387,0.7042253521126761,South
MI,135,415,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,0,634.2,313,65.6,640.1,316,67.19,0.44813186813186817,0.14471153846153847,0.08279661016949152,0.20958466453674118,0.53,0.9217309795344477,0.6329113924050633,Midwest
MS,70,408,no,no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0,567.0,301,54.75,575.9,305,57.15,0.22936363636363638,0.25222222222222224,0.06752475247524753,0.1818936877076412,0.6,1.5454071887480467,0.0,South
MA,80,408,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,0,563.0999999999999,257,52.35000000000001,573.0999999999999,259,55.05000000000001,0.23830188679245284,0.27569230769230774,0.10662790697674418,0.20369649805447473,1.35,1.7448961786773691,0.7722007722007722,Northeast
CA,37,415,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,0,527.8,299,52.81,540.6999999999999,300,56.29,0.4708695652173913,0.09716814159292035,0.07982905982905983,0.17662207357859533,3.48,2.385796190123914,0.0,West
MN,161,415,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,0,536.3,291,55.959999999999994,543.5999999999999,295,57.92999999999999,0.4888157894736842,0.10191489361702127,0.07628099173553719,0.19230240549828176,0.4925,1.34289919058131,0.3389830508474576,Midwest
VT,137,510,no,no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,0,582.1,255,46.22,582.1,255,46.22,0.17452631578947367,0.2029268292682927,0.16666666666666666,0.1812549019607843,0.0,0.0,0.39215686274509803,Northeast
CT,123,415,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0,444.7,352,40.81,455.5,357,43.730000000000004,0.17365079365079364,0.10638297872340426,0.06765151515151514,0.11593750000000001,0.584,2.371020856201976,0.0,Northeast
WV,80,415,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,0,643.6,239,66.44,653.1,249,69.00999999999999,0.5828985507246377,0.24691176470588233,0.09245098039215686,0.2779916317991632,0.257,1.4546011330577246,0.8032128514056224,South
WV,94,415,no,no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,0,592.2,314,46.449999999999996,607.8000000000001,330,50.66,0.12920353982300883,0.21175824175824176,0.11436363636363636,0.14792993630573248,0.263125,2.5666337611056265,0.0,South
NE,105,415,no,yes,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,0,583.3,291,50.6,594.6999999999999,293,53.68,0.25,0.15159574468085107,0.12227722772277227,0.17388316151202748,1.54,1.916932907348243,0.3412969283276451,Midwest
NC,73,415,no,yes,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,0,600.5,298,58.36,612.0,301,61.47,0.3177884615384615,0.1780952380952381,0.09409090909090909,0.19583892617449664,1.0366666666666666,1.8790849673202614,0.0,South
NE,112,415,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,0,603.5,297,54.28,620.8,300,58.95,0.2849,0.1458888888888889,0.1183177570093458,0.18276094276094276,1.5566666666666666,2.7867268041237114,0.6666666666666667,Midwest
IL,179,408,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0,590.1,300,62.44,596.2,304,64.09,0.2975373134328358,0.14851063829787234,0.11958333333333332,0.20813333333333334,0.4125,1.0231465951023146,0.3289473684210526,Midwest
MA,57,510,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0,604.4,260,54.34,614.5,269,57.07,0.33602564102564103,0.19670588235294117,0.11762886597938145,0.20900000000000002,0.30333333333333334,1.643612693246542,0.37174721189591076,Northeast
AZ,127,415,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0,534.7,267,48.75,546.3000000000001,268,51.88,0.24585858585858586,0.15868131868131868,0.1294805194805195,0.18258426966292135,3.13,2.123375434742815,0.3731343283582089,West
SD,122,415,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,0,652.0,269,66.38,664.7,273,69.81,0.459875,0.23577777777777775,0.08454545454545453,0.24676579925650555,0.8575,1.9106363773130735,0.3663003663003663,Midwest
MT,33,510,no,yes,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,0,504.1,298,48.959999999999994,512.6,300,51.25999999999999,0.32376470588235295,0.15670731707317073,0.06557251908396947,0.1642953020134228,1.15,1.6582130316035897,0.33333333333333337,West
VT,94,408,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,0,496.0,247,45.36,506.4,253,48.17,0.2242222222222222,0.3057894736842105,0.0775,0.1836437246963563,0.4683333333333333,2.053712480252765,1.185770750988142,Northeast
UT,100,408,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,0,562.4,371,55.559999999999995,572.6,381,58.309999999999995,0.2475609756097561,0.1265909090909091,0.07241379310344828,0.14975741239892182,0.275,1.7813482361159623,0.26246719160104987,West
HI,106,415,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,0,519.3000000000001,276,50.22,528.1,281,52.6,0.25917525773195876,0.1796969696969697,0.091125,0.18195652173913043,0.476,1.66635106987313,0.7117437722419928,West
DC,148,415,no,yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0,435.4,288,50.4,451.9,292,54.86,0.32327272727272727,0.13575342465753426,0.04695238095238095,0.175,1.115,3.6512502766098693,0.684931506849315,South
WI,120,415,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0,733.4000000000001,312,76.44000000000001,744.0000000000001,318,79.30000000000001,0.29664285714285715,0.30786516853932583,0.09048192771084337,0.24500000000000005,0.4766666666666666,1.4247311827956985,0.0,Midwest
UT,91,415,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0,581.5,294,58.58,587.1,305,60.089999999999996,0.3104166666666667,0.18278688524590164,0.08526315789473685,0.1992517006802721,0.13727272727272727,0.9538409129620167,0.32786885245901637,West
WA,86,510,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0,542.0,283,48.019999999999996,551.0,285,50.449999999999996,0.2781521739130435,0.1076842105263158,0.12708333333333333,0.16968197879858657,1.215,1.6333938294010888,0.3508771929824561,West
SD,78,415,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0,704.8,259,68.22,718.0,261,71.78,0.4597260273972603,0.22238938053097343,0.13054794520547944,0.2633976833976834,1.78,1.8384401114206128,0.0,Midwest
MT,94,510,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,0,560.6,329,51.410000000000004,573.2,334,54.81,0.20441176470588235,0.11000000000000001,0.13902439024390245,0.1562613981762918,0.6799999999999999,2.198185624563852,0.29940119760479045,West
NJ,85,415,no,no,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1,743.7,284,70.98,755.1,291,74.06,0.4330107526881721,0.1486725663716814,0.17833333333333334,0.24992957746478875,0.44,1.5097338100913786,0.6872852233676976,Northeast
CT,89,415,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0,444.2,227,36.96,451.4,231,38.9,0.1816883116883117,0.177625,0.12514285714285714,0.1628193832599119,0.485,1.5950376606114314,0.4329004329004329,Northeast
VA,128,415,no,no,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0,596.7,300,60.0,609.4000000000001,304,63.43,0.3308108108108108,0.11356521739130435,0.1381081081081081,0.2,0.8575,2.084017065966524,0.3289473684210526,South
NC,115,415,yes,no,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0,595.9,315,57.269999999999996,608.3,318,60.62,0.2571428571428572,0.13412698412698412,0.13957142857142857,0.1818095238095238,1.1166666666666667,2.0384678612526717,0.3144654088050315,South
AK,76,415,no,no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,0,555.9,258,49.9,561.6999999999999,264,51.47,0.4441818181818182,0.13620370370370372,0.11326315789473684,0.1934108527131783,0.26166666666666666,1.032579668862382,0.3787878787878788,West
MD,75,415,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0,608.1999999999999,312,63.349999999999994,619.4999999999999,319,66.39999999999999,0.31485981308411215,0.180530303030303,0.07986301369863014,0.20304487179487177,0.43571428571428567,1.8240516545601295,0.3134796238244514,South
IL,90,415,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,557.4,339,57.06,568.5,344,60.06,0.2976415094339623,0.1652212389380531,0.057,0.16831858407079647,0.6,1.9525065963060684,0.5813953488372093,Midwest
CT,30,408,no,no,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,487.3,314,45.61,493.1,324,47.18,0.21657407407407409,0.172125,0.06706349206349206,0.14525477707006368,0.157,1.1762320016223888,0.9259259259259258,Northeast
KS,105,415,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,807.8,312,81.73,818.6999999999999,319,84.67,0.3912605042016807,0.22990291262135923,0.12766666666666668,0.26195512820512823,0.42,1.331379015512398,0.3134796238244514,Midwest
MA,102,415,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,434.7,268,40.87,441.0,270,42.57,0.23152173913043478,0.1111111111111111,0.11132352941176471,0.1525,0.85,1.4285714285714286,1.1111111111111112,Northeast
NJ,83,415,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,525.6,251,52.72,534.2,255,55.04,0.2980392156862745,0.16988095238095238,0.12384615384615386,0.21003984063745018,0.58,1.6098839385997752,1.1764705882352942,Northeast
AR,63,510,no,yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,583.9000000000001,314,61.07,592.1000000000001,319,63.28,0.4247674418604651,0.18932584269662922,0.05532374100719425,0.1944904458598726,0.442,1.3849011991217697,0.0,South
MS,155,408,no,no,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,525.9,304,52.19,541.0,308,56.269999999999996,0.29795698924731184,0.16990196078431372,0.06559633027522936,0.17167763157894736,1.02,2.7911275415896486,0.6493506493506493,South
ND,82,415,no,yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,0,378.00000000000006,284,42.89,386.80000000000007,286,45.27,0.3616883116883117,0.10241071428571429,0.03757894736842105,0.1510211267605634,1.19,2.2750775594622543,0.6993006993006993,Midwest
IN,87,510,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,0,616.0999999999999,306,59.620000000000005,629.4999999999999,309,63.24,0.28513274336283184,0.17420000000000002,0.10731182795698925,0.19483660130718955,1.2066666666666668,2.1286735504368552,0.3236245954692557,Midwest
MI,115,415,no,yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,0,647.7,343,57.78,652.2,347,59.0,0.23981818181818182,0.147593984962406,0.1177,0.16845481049562683,0.305,0.6899724011039557,0.0,Midwest
AR,99,510,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1,756.3000000000001,297,78.36,767.6,300,81.41,0.4038235294117647,0.29245098039215683,0.0789247311827957,0.2638383838383838,1.0166666666666666,1.4721208963001564,0.0,South
VT,121,415,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,0,630.5,364,67.35000000000001,639.2,368,69.7,0.3401574803149606,0.14185185185185187,0.06844961240310078,0.18502747252747256,0.5875,1.3610763454317896,0.8152173913043478,Northeast
WV,54,510,no,yes,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0,470.3,285,43.48,481.6,289,46.529999999999994,0.21155555555555555,0.15785714285714286,0.08144578313253012,0.15256140350877193,0.7625,2.3463455149501664,0.6920415224913495,South
ME,105,408,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,497.0,246,47.5,510.3,251,51.09,0.269041095890411,0.2737349397590361,0.057111111111111106,0.19308943089430894,0.718,2.606310013717421,1.1952191235059761,Northeast
IA,73,415,no,no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,539.3,336,49.84,550.4,340,52.84,0.22852941176470587,0.15719298245614036,0.07175,0.14833333333333334,0.75,2.01671511627907,0.29411764705882354,Midwest
CT,95,415,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0,759.9000000000001,356,68.43,770.0000000000001,359,71.16000000000001,0.29849557522123893,0.13923611111111112,0.147979797979798,0.19221910112359553,0.91,1.3116883116883113,0.0,Northeast
NM,21,415,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,491.99999999999994,273,46.910000000000004,504.8999999999999,280,50.39,0.24,0.1721782178217822,0.08923076923076922,0.17183150183150184,0.49714285714285716,2.5549613784907907,1.0714285714285714,West
OR,163,408,no,yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0,672.7,286,66.13,686.5,294,69.86,0.37707070707070706,0.1806060606060606,0.12409090909090909,0.2312237762237762,0.46625,2.0101966496722508,0.6802721088435374,West
VT,57,415,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0,689.6999999999999,291,61.620000000000005,700.9,295,64.64,0.3003125,0.178125,0.15469879518072288,0.21175257731958763,0.755,1.5979454986445998,0.0,Northeast
RI,104,408,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,0,760.9,266,66.05,773.5,271,69.45,0.3735616438356164,0.2425242718446602,0.15333333333333335,0.24830827067669173,0.6799999999999999,1.6289592760180998,1.4760147601476015,Northeast
RI,83,415,no,yes,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0,463.5,260,39.449999999999996,474.7,262,42.47,0.18146067415730335,0.15510869565217392,0.11430379746835442,0.15173076923076922,1.51,2.359384874657678,0.0,Northeast
NM,141,415,no,no,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0,686.8,314,61.19,693.8,315,63.08,0.31287356321839077,0.18183333333333335,0.11355140186915888,0.19487261146496815,1.89,1.0089362928797925,0.6349206349206349,West
AL,95,415,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,0,600.8,312,60.669999999999995,604.5999999999999,314,61.699999999999996,0.2901754385964912,0.18669811320754717,0.08478260869565217,0.1944551282051282,0.515,0.628514720476348,0.9554140127388535,South
MT,184,415,no,no,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1,715.7,287,73.25,729.5,291,76.98,0.5505479452054794,0.20350000000000001,0.09191489361702128,0.25522648083623695,0.9325,1.891706648389308,0.3436426116838488,West
CT,74,408,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0,650.5999999999999,208,57.44,658.1999999999999,211,59.489999999999995,0.2811578947368421,0.5030555555555556,0.16389610389610387,0.27615384615384614,0.6833333333333332,1.1546642357945913,0.9478672985781991,Northeast
TN,67,415,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,0,625.8,308,57.57,636.6999999999999,312,60.51,0.24456,0.17116279069767443,0.1265979381443299,0.18691558441558442,0.735,1.7119522538087013,0.0,South
ID,104,415,yes,no,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,0,569.3,324,50.61,580.3,328,53.58,0.23324074074074075,0.12168141592920353,0.1133009708737864,0.1562037037037037,0.7425,1.895571256246769,0.0,West
TX,71,415,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,565.0,323,56.699999999999996,576.9,329,59.91,0.3023300970873786,0.16036036036036036,0.07119266055045871,0.17554179566563466,0.535,2.0627491766337323,0.303951367781155,South
NH,149,415,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1,492.2,317,43.78,504.4,323,47.07,0.23022727272727275,0.1300909090909091,0.07739495798319329,0.13810725552050473,0.5483333333333333,2.4187153053132437,1.238390092879257,Northeast
ND,154,408,no,yes,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0,579.1,301,61.739999999999995,588.7,303,64.33,0.3733333333333333,0.16484848484848486,0.07339999999999999,0.20511627906976743,1.295,1.6307117377271954,0.0,Midwest
SC,138,510,no,yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,0,340.1,369,23.39,348.0,370,25.52,0.02228187919463087,0.10990825688073395,0.07288288288288289,0.06338753387533876,2.13,2.270114942528736,0.0,South
KS,117,415,no,no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0,566.5,297,58.54,576.1,305,61.129999999999995,0.3785542168674699,0.2092079207920792,0.05300884955752212,0.19710437710437712,0.32375,1.6663773650407916,0.32786885245901637,Midwest
ME,130,408,no,no,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,0,539.2,367,54.35,550.5,372,57.4,0.21407142857142855,0.16432692307692306,0.059268292682926826,0.1480926430517711,0.61,2.052679382379655,0.2688172043010753,Northeast
RI,73,415,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0,580.0,370,63.050000000000004,591.1,372,66.05000000000001,0.357304347826087,0.10766917293233083,0.06262295081967213,0.1704054054054054,1.5,1.8778548468956182,0.5376344086021506,Northeast
WI,100,510,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,0,808.7,313,76.24,818.5,319,78.89,0.315702479338843,0.19076335877862594,0.2139344262295082,0.24357827476038338,0.44166666666666665,1.1973121563836286,0.0,Midwest
NC,149,510,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,0,519.8000000000001,280,57.230000000000004,528.4000000000001,284,59.550000000000004,0.30643478260869567,0.20560975609756096,0.06180722891566265,0.20439285714285715,0.58,1.6275548826646478,0.35211267605633806,South
OH,29,408,no,no,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0,497.4,289,53.71,510.09999999999997,296,57.14,0.4130864197530864,0.1298181818181818,0.06091836734693877,0.1858477508650519,0.49000000000000005,2.489707900411684,0.6756756756756757,Midwest
