state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
CA,77,510,no,no,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,0,625.8,264,114.46000000000001,643.5999999999999,267,119.27000000000001,0.4335606060606061,1.6033333333333333,0.027656929770043512,0.0149812734082397,West
NY,119,415,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,0,534.9,276,128.25,546.0,283,131.25,0.46467391304347827,0.42857142857142855,0.02032967032967033,0.0035335689045936395,Northeast
AR,91,510,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,0,551.1,271,117.03,557.7,273,118.81,0.4318450184501845,0.89,0.011834319526627217,0.01098901098901099,South
MI,102,510,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,0,663.9,298,116.3,670.1,304,117.97,0.3902684563758389,0.2783333333333333,0.009252350395463363,0.009868421052631578,Midwest
OK,86,415,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,0,558.2,304,134.13000000000002,570.1,308,137.34000000000003,0.441217105263158,0.8025,0.02087353095948079,0.00974025974025974,South
TX,82,415,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,0,494.0,303,133.79,502.3,307,136.03,0.4415511551155115,0.56,0.016523989647620946,0.0,South
NC,89,408,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0,466.4,360,174.81,479.09999999999997,367,178.24,0.48558333333333337,0.49000000000000005,0.026508035900647046,0.0,South
ID,86,415,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,0,580.0,316,123.11,589.3,323,125.62,0.3895886075949367,0.35857142857142854,0.015781435601561176,0.009287925696594427,West
IL,134,408,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,0,468.0,308,128.73,474.1,310,130.38,0.4179545454545454,0.825,0.012866483864163678,0.0032258064516129032,Midwest
OR,92,415,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,0,549.7,270,105.49000000000001,560.5,272,108.41000000000001,0.3907037037037037,1.46,0.019268510258697594,0.007352941176470588,West
SD,87,510,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,0,539.9,280,103.87,553.6,283,107.57000000000001,0.37096428571428575,1.2333333333333334,0.02474710982658959,0.01060070671378092,Midwest
NE,64,408,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0,555.2,286,132.12,569.0,290,135.85,0.46195804195804197,0.9325,0.024253075571177507,0.0,Midwest
RI,80,510,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,0,640.0,297,148.1,649.2,302,150.57999999999998,0.4986531986531986,0.496,0.01417128773875539,0.009933774834437087,Northeast
MD,165,415,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,0,532.7,320,136.35,542.2,324,138.92,0.42609375,0.6425,0.01752120988565105,0.009259259259259259,South
ID,153,415,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,0,618.4,312,134.16,625.9,323,136.19,0.43,0.18454545454545454,0.011982744847419716,0.0030959752321981426,West
ME,41,415,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,0,534.1,288,132.13,545.2,292,135.13,0.4587847222222222,0.75,0.020359501100513572,0.003424657534246575,Northeast
SD,108,415,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,0,687.5,270,107.34,692.7,271,108.74000000000001,0.39755555555555555,1.4,0.007506857225350079,0.007380073800738007,Midwest
NY,104,415,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,0,566.5999999999999,313,136.12,577.6999999999999,317,139.12,0.43488817891373804,0.75,0.019214124978362473,0.0031545741324921135,Northeast
DE,115,408,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,0,483.5,249,90.33,494.1,256,93.19,0.3627710843373494,0.40857142857142853,0.021453147136207242,0.00390625,South
OK,87,415,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,0,494.2,303,122.99000000000001,507.59999999999997,306,126.61000000000001,0.40590759075907595,1.2066666666666668,0.026398739164696615,0.0032679738562091504,South
SC,159,415,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,0,531.8,272,118.7,544.4,275,122.10000000000001,0.4363970588235294,1.1333333333333333,0.023144746509919177,0.007272727272727273,South
IN,119,510,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0,529.0,361,153.60000000000002,542.4,364,157.22000000000003,0.4254847645429364,1.2066666666666668,0.024705014749262538,0.005494505494505495,Midwest
NV,69,415,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,0,603.8,328,137.01,617.9,334,140.82,0.4177134146341463,0.635,0.022819226412040785,0.0029940119760479044,West
IL,87,408,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,0,584.6,337,164.03,595.4,340,166.95,0.48673590504451036,0.9733333333333333,0.018139066174000674,0.0029411764705882353,Midwest
SD,93,510,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,1,783.3,309,132.55,792.0,312,134.9,0.4289644012944984,0.7833333333333333,0.010984848484848484,0.003205128205128205,Midwest
OK,154,415,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,1,535.0,316,94.84,549.4,326,98.73,0.30012658227848105,0.389,0.026210411357844923,0.0,South
KS,57,415,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,0,635.5,308,106.75,647.3,309,109.94,0.3465909090909091,3.19,0.018229568978835164,0.003236245954692557,Midwest
IA,130,510,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,0,592.3,305,102.22999999999999,603.6999999999999,314,105.30999999999999,0.33518032786885243,0.3422222222222222,0.01888355143283088,0.01592356687898089,Midwest
NJ,151,415,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,0,592.0,254,160.43,605.2,264,163.99,0.6316141732283465,0.356,0.02181097157964309,0.007575757575757576,Northeast
NJ,162,408,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,1,747.3,223,122.0,757.6999999999999,227,124.81,0.547085201793722,0.7025,0.013725748977167745,0.00881057268722467,Northeast
MT,60,415,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,0,682.6,337,165.55,697.2,339,169.49,0.491246290801187,1.97,0.020940906483075155,0.0029498525073746312,West
IA,81,510,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,0,706.0,229,123.2,714.7,232,125.55,0.5379912663755458,0.7833333333333333,0.012172939694976912,0.01293103448275862,Midwest
WA,132,415,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,0,553.9,328,136.33,561.9,334,138.49,0.4156402439024391,0.36000000000000004,0.01423740879159993,0.008982035928143712,West
NE,86,408,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,0,482.6,325,148.56,489.3,333,150.37,0.4571076923076923,0.22625,0.013693030860412835,0.003003003003003003,Midwest
TX,136,408,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,1,756.1,313,137.04,766.2,321,139.76999999999998,0.43782747603833866,0.34125,0.01318193683111459,0.003115264797507788,South
MS,121,415,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,0,528.4,315,110.47999999999999,539.0,317,113.33999999999999,0.3507301587301587,1.43,0.019666048237476808,0.0031545741324921135,South
IA,105,510,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,0,533.9,352,152.1,543.6,353,154.72,0.4321022727272727,2.62,0.017844002943340688,0.0056657223796034,Midwest
WI,105,415,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,0,566.3,238,84.52,576.1999999999999,242,87.19,0.35512605042016804,0.6675,0.017181534189517532,0.008264462809917356,Midwest
MT,51,415,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,0,681.3,249,91.54,692.5,257,94.56,0.36763052208835345,0.3775,0.016173285198555955,0.0038910505836575876,West
GA,64,408,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,0,479.79999999999995,309,140.72,486.19999999999993,314,142.45,0.45540453074433657,0.346,0.013163307280954342,0.009554140127388535,South
MT,80,510,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,0,564.5,355,155.82000000000002,574.5,365,158.52,0.4389295774647888,0.27,0.017406440382941687,0.0,West
ND,56,415,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,0,601.5,316,161.13000000000002,615.1,320,164.8,0.5099050632911393,0.9175,0.022110225979515525,0.0125,Midwest
VT,120,415,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,0,591.6999999999999,305,125.66000000000001,602.8,310,128.66000000000003,0.41200000000000003,0.6,0.018414067684140677,0.0032258064516129032,Northeast
SD,103,510,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,0,607.3,333,150.25,619.5,337,153.54,0.4512012012012012,0.8225,0.019693301049233253,0.008902077151335312,Midwest
OH,164,510,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,0,572.6,342,127.33,582.2,351,129.92,0.3723099415204678,0.28777777777777774,0.016489178976296804,0.008547008547008548,Midwest
OH,116,415,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,0,627.0,276,145.38000000000002,634.0,278,147.27,0.5267391304347827,0.945,0.011041009463722398,0.007194244604316547,Midwest
MT,121,408,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,0,578.3,297,100.26,585.8,301,102.29,0.3375757575757576,0.5075,0.012803004438374873,0.0033222591362126247,West
IL,55,415,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,0,660.3,310,145.45,668.5,316,147.66,0.46919354838709676,0.36833333333333335,0.012266267763649962,0.0031645569620253164,Midwest
NV,183,415,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,0,544.8,316,119.81,554.5,322,122.43,0.3791455696202532,0.4366666666666667,0.01749323715058611,0.006211180124223602,West
UT,104,408,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,0,600.9,364,125.61,613.9,368,129.12,0.3450824175824176,0.8775,0.02117608731063691,0.0,West
NH,90,408,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,0,474.1,325,120.58000000000001,481.20000000000005,327,122.50000000000001,0.37101538461538464,0.96,0.014754779717373231,0.0030581039755351682,Northeast
LA,82,415,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,0,467.4,287,118.24,480.9,290,121.89,0.41198606271777,1.2166666666666666,0.028072364316905803,0.0034482758620689655,South
VT,101,415,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,0,554.0,318,119.64,567.3,325,123.23,0.37622641509433963,0.5128571428571428,0.023444385686585585,0.009230769230769232,Northeast
NY,9,415,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,0,496.0,291,112.49000000000001,507.5,294,115.60000000000001,0.38656357388316154,1.0366666666666666,0.022660098522167486,0.006802721088435374,Northeast
CT,97,415,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,0,737.5,254,91.19,749.6,263,94.46,0.35901574803149605,0.36333333333333334,0.016141942369263605,0.0,Northeast
KS,94,408,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,1,720.6,309,132.06,729.5,311,134.46,0.427378640776699,1.2,0.012200137080191912,0.00964630225080386,Midwest
MI,127,510,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,0,696.0,271,150.82999999999998,703.3,276,152.79999999999998,0.5565682656826567,0.394,0.010379638845442912,0.0,Midwest
SD,125,510,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,0,608.1999999999999,322,136.17999999999998,618.4999999999999,325,138.95999999999998,0.42291925465838504,0.9266666666666666,0.01665319320937753,0.0,Midwest
ME,140,415,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,0,649.3,326,136.85,659.5999999999999,330,139.63,0.4197852760736196,0.695,0.015615524560339603,0.0030303030303030303,Northeast
MD,90,415,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,0,495.20000000000005,385,144.24,505.30000000000007,390,146.97,0.3746493506493507,0.546,0.01998812586582228,0.005128205128205128,South
VA,67,415,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,0,580.2,256,93.22,589.4000000000001,259,95.7,0.364140625,0.8266666666666667,0.01560909399389209,0.007722007722007722,South
NJ,113,415,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,0,571.5,243,81.84,583.7,249,85.13000000000001,0.33679012345679016,0.5483333333333333,0.0209011478499229,0.004016064257028112,Northeast
TN,121,510,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,0,644.5,303,122.50999999999999,659.6,308,126.58999999999999,0.4043234323432343,0.8160000000000001,0.022892662219526985,0.0,South
DC,93,408,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,0,545.3,273,121.38,555.1999999999999,276,124.05,0.4446153846153846,0.89,0.0178314121037464,0.014492753623188406,south
DC,121,408,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,0,432.5,274,139.62,444.8,278,142.94,0.5095620437956204,0.83,0.027652877697841728,0.0035971223021582736,south
OR,53,408,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,1,688.0,336,148.23999999999998,697.8,338,150.89,0.44119047619047613,1.325,0.014044138721696763,0.0,West
RI,75,415,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,0,531.3,279,113.47,544.4,284,117.01,0.40670250896057347,0.708,0.024063188831741366,0.0035211267605633804,Northeast
AK,132,510,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,0,742.2,311,158.82,746.4000000000001,320,159.95,0.5106752411575562,0.12555555555555553,0.00562700964630225,0.00625,West
WI,162,408,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,0,445.4,341,147.66,451.9,347,149.42,0.4330205278592375,0.29333333333333333,0.014383713210887366,0.008645533141210375,Midwest
IN,140,415,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0,634.5,338,144.95,645.8,342,148.0,0.4288461538461538,0.7625,0.017497677299473522,0.0029239766081871343,Midwest
MI,91,408,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,0,625.5,335,149.9,632.1,340,151.68,0.4474626865671642,0.356,0.010441385856668248,0.0058823529411764705,Midwest
ID,73,510,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0,536.4,369,127.78,545.1999999999999,370,130.16,0.34628726287262873,2.38,0.016140865737344096,0.005405405405405406,West
NH,95,408,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,1,692.6,325,165.08999999999997,702.7,327,167.81999999999996,0.5079692307692307,1.365,0.01437313220435463,0.012232415902140673,Northeast
MN,145,408,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,0,655.1,360,161.03,668.2,363,164.57,0.44730555555555557,1.18,0.019604908709967075,0.0,Midwest
AZ,100,415,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,0,396.99999999999994,270,127.02000000000001,401.29999999999995,274,128.18,0.4704444444444445,0.29,0.01071517567904311,0.0036496350364963502,West
MN,122,415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0,671.6999999999999,311,128.7,684.8,320,132.23999999999998,0.4138263665594855,0.3933333333333333,0.019129672897196262,0.00625,Midwest
MO,109,415,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,0,737.0,260,108.2,748.9,265,111.41,0.41615384615384615,0.642,0.015889971958873015,0.0,Midwest
AL,82,408,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,0,536.0,316,127.96,546.1,323,130.69,0.4049367088607595,0.39,0.018494781175608863,0.0030959752321981426,South
PA,65,415,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,0,636.5999999999999,281,132.15,646.3999999999999,285,134.8,0.47028469750889684,0.6625,0.015160891089108916,0.0,Northeast
AK,52,510,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,0,485.5,266,105.44,493.8,272,107.67999999999999,0.396390977443609,0.37333333333333335,0.016808424463345486,0.011029411764705883,West
MS,136,415,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,0,565.6,281,100.66000000000001,574.4,286,103.04,0.35822064056939507,0.476,0.015320334261838441,0.006993006993006993,South
IA,75,415,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,0,507.29999999999995,299,132.72,518.4,306,135.72,0.44387959866220733,0.42857142857142855,0.02141203703703704,0.0032679738562091504,Midwest
WY,146,408,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0,603.1,247,101.86,615.7,249,105.26,0.4123886639676113,1.7,0.020464511937631963,0.004016064257028112,West
NE,105,408,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,0,589.5,308,126.72,600.6,316,129.72,0.4114285714285714,0.375,0.01848151848151848,0.012658227848101266,Midwest
ND,48,415,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,0,558.0,281,107.21000000000001,574.4,284,111.64000000000001,0.3815302491103203,1.4766666666666666,0.028551532033426183,0.007042253521126761,Midwest
CT,45,415,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,0,685.2,293,144.17000000000002,696.3000000000001,300,147.17000000000002,0.4920477815699659,0.42857142857142855,0.015941404566996983,0.0033333333333333335,Northeast
NC,106,415,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,0,598.7,293,130.28,609.3000000000001,298,133.14000000000001,0.444641638225256,0.572,0.01739701296569834,0.006711409395973154,South
CT,33,510,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,0,563.8,243,91.44,571.3,245,93.47,0.3762962962962963,1.015,0.013127953789602662,0.00816326530612245,Northeast
ND,68,408,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,0,566.4,342,118.25,577.1999999999999,346,121.17,0.34576023391812866,0.73,0.018711018711018716,0.005780346820809248,Midwest
WA,106,408,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,0,608.1999999999999,255,94.19,621.0999999999999,258,97.67,0.3693725490196078,1.16,0.02076960231846724,0.0,West
NV,141,415,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,0,525.1,280,132.25,536.1,286,135.22,0.47232142857142856,0.49500000000000005,0.02051855997015482,0.0,West
CO,98,408,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,0,579.2,336,145.01,592.5,340,148.6,0.4315773809523809,0.8975,0.022447257383966246,0.0,West
KS,94,510,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,0,464.5,261,102.94,480.6,265,107.28999999999999,0.3944061302681992,1.0875,0.03349979192675822,0.0,Midwest
CO,65,510,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0,536.6,272,77.53999999999999,546.4,276,80.19,0.28507352941176467,0.6625,0.01793557833089312,0.007246376811594203,West
MO,85,415,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0,585.1999999999999,333,143.65,594.9999999999999,337,146.3,0.4313813813813814,0.6625,0.016470588235294122,0.002967359050445104,Midwest
MA,71,510,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1,807.5999999999999,326,141.42999999999998,817.6999999999999,331,144.15999999999997,0.4338343558282208,0.546,0.012351718234071175,0.00906344410876133,Northeast
NY,112,408,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0,359.3,308,133.07999999999998,372.6,315,136.67,0.432077922077922,0.5128571428571428,0.03569511540526033,0.0,Northeast
AK,110,415,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0,548.2,299,120.74,555.1,305,122.6,0.4038127090301003,0.31,0.012430192758061611,0.0,West
WI,111,415,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0,642.4,296,134.47,655.1,299,137.9,0.4542905405405405,1.1433333333333333,0.01938635322851473,0.006688963210702341,Midwest
NH,74,408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1,714.1,300,138.77,723.8000000000001,304,141.39000000000001,0.4625666666666667,0.655,0.013401492124896377,0.006578947368421052,Northeast
TN,105,510,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,0,461.4,267,104.80000000000001,472.29999999999995,271,107.74000000000001,0.3925093632958802,0.735,0.023078551767944107,0.007380073800738007,South
NY,40,408,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0,629.4,265,108.72999999999999,639.0,272,111.32,0.4103018867924528,0.37,0.015023474178403756,0.0,Northeast
GA,128,408,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1,601.5,300,112.5,615.1,302,116.17,0.375,1.835,0.022110225979515525,0.0,South
MN,123,408,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,1,737.0999999999999,300,168.5,747.1999999999999,306,171.23,0.5616666666666666,0.455,0.013517130620985012,0.006535947712418301,Midwest
MI,122,510,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0,525.7,248,112.66,535.2,252,115.22999999999999,0.4542741935483871,0.6425,0.017750373692077725,0.0,Midwest
ID,114,408,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,0,556.2,321,127.74,568.8000000000001,322,131.14,0.39794392523364486,3.4,0.022151898734177212,0.009316770186335404,West
CT,102,415,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0,502.3,276,123.49,512.5,282,126.24,0.447427536231884,0.4583333333333333,0.019902439024390244,0.0070921985815602835,Northeast
